Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearsAtCompany_Safe,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerCluster,PromotionGapScore,RetentionOpportunityIndex,RetentionPriority,PCA1,PCA2
48,0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0,0.1,0.0,0.0,30.0,0.0,4,Low,-6.0,Low Priority,-2.789107350215207,-3.8846264810657396
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,7.0,0.8571428571428571,1.0,0.2857142857142857,1.0,0,High,0.6857142857142856,High Priority,1.8914883228472041,1.967608638407687
30,0,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.0722513205384071,2.142875174168511
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,8.0,0.875,0.875,0.375,0.875,0,High,0.6250000000000001,High Priority,1.8839525596364963,1.6658759425603953
42,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,1.0,0.0,0.0,6.0,0.0,4,Low,-1.2000000000000002,Low Priority,-2.590199066162174,-2.007404062483197
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-1.3376089285054775,1.1900478059602468
36,0,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,1.0,0.0,0.0,6.0,0.0,4,Low,-1.2000000000000002,Low Priority,-2.598736372975153,-1.9957595841496028
36,0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,13.0,0.07692307692307693,0.6923076923076923,0.15384615384615385,0.9230769230769231,3,Medium,0.3,Medium Priority,2.4327779020747227,-0.07740139323764576
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.26666666666666666,Low Priority,-0.7294351850757795,0.4002035180669945
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,7.0,0.14285714285714285,1.0,0.42857142857142855,1.0,3,High,0.37142857142857144,Medium Priority,0.39705146727376905,2.0240412128931125
21,0,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0,High,0.3333333333333333,Medium Priority,-1.0160726622683975,1.457183622641931
33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.009818454211053,-1.096436194264986
37,0,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,5.0,0.0,0.8,0.6,0.6,1,High,0.18,Low Priority,-1.011226776251716,0.8733478643175305
46,0,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.557809696299327,-1.7023791161803044
41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,8.0,0.875,0.875,0.625,0.875,0,High,0.5750000000000001,Medium Priority,2.1463054385639824,1.2862140023642703
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,4.0,0.25,0.75,0.5,0.75,1,High,0.29999999999999993,Low Priority,0.1688374827666822,-0.1577836880813891
40,1,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,6.0,0.16666666666666666,0.6666666666666666,1.0,0.0,1,Medium,0.06666666666666665,Low Priority,-1.0477157357299896,-0.7405145831275193
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,2.0,1.0,1.0,2.5,1.0,0,High,0.29999999999999993,Low Priority,-0.5526219727651501,2.65655142711755
21,1,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4,Low,0.0,Low Priority,-2.9518376542926656,-1.0009179842072657
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.346972255465898,1.1737187280925447
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,1.0,0.0,1.0,5.0,0.0,1,High,-0.7,Low Priority,-1.8579424811694256,-0.5077296940615329
27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,5.0,0.0,0.4,0.4,0.8,1,Low,0.12,Low Priority,-1.2158526027173189,0.5406986718913639
28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,7.0,0.0,0.7142857142857143,0.14285714285714285,1.0,3,Medium,0.2857142857142857,Low Priority,0.31092552005602403,0.7999278476773957
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,5.0,0.0,0.4,0.4,0.0,1,Low,0.03999999999999998,Low Priority,-1.0899721309798636,-2.0575185889017162
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,7.0,0.0,1.0,0.2857142857142857,1.0,3,High,0.34285714285714286,Medium Priority,0.6854543922051347,1.2619481596439794
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,2.0,1.0,1.0,1.5,1.0,0,High,0.4999999999999999,Medium Priority,-0.5267330162966091,2.7085407527910363
34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,5.0,0.0,0.4,0.6,0.8,1,Low,0.08000000000000002,Low Priority,-0.8318375388841728,0.010035773080248547
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,5.0,0.2,0.8,0.4,0.4,1,High,0.28,Low Priority,0.73764512197953,-1.5888124107008963
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,5.0,0.0,0.4,0.4,0.6,1,Low,0.09999999999999998,Low Priority,-1.1282404974361084,-0.1801429230451774
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.068322590613552,-1.1039399738046622
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,6.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-0.8833400152134414,0.807214707968906
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,2.0,0.5,0.5,0.5,1.0,1,Medium,0.35,Medium Priority,-1.31040380841537,1.5923231014435697
36,0,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,10.0,0.9,0.9,0.2,0.0,0,High,0.5900000000000001,Medium Priority,1.6314144876546086,-0.21267299211629337
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,1.0,0.0,0.0,4.0,0.0,4,Low,-0.8,Low Priority,-3.1145543484723945,-1.1281826909488804
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,18.0,0.6666666666666666,0.3888888888888889,0.1111111111111111,0.9444444444444444,3,High,0.45555555555555555,Medium Priority,3.475002524035717,1.3834531837406172
40,0,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,5.0,0.2,0.8,1.0,0.6,1,High,0.18,Low Priority,-0.3618558012152039,0.44924136599529135
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,5.0,0.2,0.4,1.0,0.4,1,Low,0.04000000000000001,Low Priority,-1.5652276721051275,0.22696191885365746
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,1.0,0.0,0.0,2.0,1.0,1,Low,-0.30000000000000004,Low Priority,-1.918792405101925,-0.20791637882534397
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,25.0,0.12,0.4,0.12,0.36,2,Low,0.18,Low Priority,3.3621403190810657,-2.4173346701803786
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.712025045800457,-1.5793373769019492
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,4.0,0.25,0.5,1.0,0.5,1,Medium,0.09999999999999999,Low Priority,0.8015092821902072,-2.4972434243073263
34,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-0.7550727531484414,0.4060717270227068
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,13.0,0.23076923076923078,0.7692307692307693,0.38461538461538464,0.9230769230769231,3,High,0.3384615384615385,Medium Priority,2.242157461186779,1.0631775737534062
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,Medium,0.3333333333333333,Medium Priority,-1.3096779906768932,1.2101517584922445
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,5.0,0.0,0.4,0.6,0.4,1,Low,0.04000000000000001,Low Priority,-1.3509332455514085,-0.5057790720311105
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,5.0,0.2,0.8,0.6,0.6,1,High,0.26,Low Priority,-0.4303635903126802,0.5776029648712645
37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,13.0,0.7692307692307693,0.8461538461538461,0.15384615384615385,0.5384615384615384,0,High,0.5846153846153846,Medium Priority,2.69583588779909,1.081105108468801
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,4.0,0.75,0.5,0.75,0.5,0,High,0.35000000000000003,Medium Priority,-1.0075906537958632,1.086514459138941
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,21.0,0.047619047619047616,0.38095238095238093,0.14285714285714285,0.2857142857142857,2,Low,0.1333333333333333,Low Priority,2.8126502849157506,-3.418275492328824
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,7.0,1.0,1.0,0.0,1.0,0,High,0.7999999999999999,High Priority,3.1562173221944247,0.6804447953641983
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,5.0,0.8,0.8,1.2,0.8,0,High,0.4000000000000001,Medium Priority,0.5834992304988098,1.2121283657438082
41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,10.0,0.0,0.7,0.2,0.7,3,Medium,0.24,Low Priority,1.0563687025859716,-0.3635151345660934
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,10.0,0.1,0.0,0.2,0.8,1,Low,0.08000000000000002,Low Priority,-0.3720784971352673,-0.489160612574708
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,2.0,0.0,1.0,2.5,1.0,1,High,-0.1,Low Priority,-1.2261223984464285,1.6144154613077586
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,5.0,0.0,0.8,0.8,0.8,1,High,0.15999999999999998,Low Priority,0.09975206971582197,-0.026365178345882475
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,2.0,0.0,1.0,1.5,1.0,1,High,0.09999999999999995,Low Priority,-1.2844726490465779,1.7813030380385089
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,5.0,0.2,0.4,0.4,0.8,1,Low,0.2,Low Priority,0.7285753173375489,-1.5937325066860528
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,5.0,0.0,0.8,0.6,0.4,1,High,0.16,Low Priority,-0.8795941827160826,0.09246442797339303
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,5.0,0.0,0.8,0.4,0.4,1,High,0.19999999999999998,Low Priority,-0.7705146996000419,-0.03885464711123342
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,29.0,0.3793103448275862,0.27586206896551724,0.1724137931034483,0.3448275862068966,2,Medium,0.23448275862068965,Low Priority,5.113663557102775,-3.3503592920543586
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,10.0,0.0,0.7,0.5,0.8,3,Medium,0.19,Low Priority,0.6898721223602303,0.49225467790736466
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,6.0,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,1,High,0.18333333333333335,Low Priority,-0.29373630057479416,0.5304551508362537
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,5.0,0.2,0.6,0.8,0.8,1,Medium,0.18,Low Priority,-0.8153026386898756,1.0659604466465427
34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,2.0,0.5,1.0,1.5,0.0,1,High,0.19999999999999996,Low Priority,-1.7462844976413299,0.852134808235032
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.1199466177482837,-1.0335272688812083
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,20.0,0.05,0.75,0.1,0.6,2,High,0.285,Low Priority,4.566258163315527,-2.1004464732130965
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.06666666666666664,Low Priority,-1.582576224263653,0.8184755742241373
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,5.0,0.2,0.6,0.6,0.8,1,Medium,0.22000000000000003,Low Priority,-0.8823051085915251,1.1748087371923017
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,10.0,0.0,0.2,0.2,0.7,1,Low,0.08999999999999998,Low Priority,0.42018944002249464,-1.4795075332072742
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,2.0,0.5,1.0,1.0,0.5,1,High,0.35,Medium Priority,-1.3044452056818432,1.5628557932063059
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.0624531921796287,-1.1119455526590085
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,9.0,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0,High,0.6,High Priority,2.6458032972533676,0.9524586619002854
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-1.41742574328322,-3.3239581044945323
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,27.0,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.25925925925925924,2,Medium,0.34444444444444444,Medium Priority,4.956615797805815,-2.5005318218447234
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,11.0,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.6363636363636364,3,Medium,0.43636363636363634,Medium Priority,1.0457749495030124,1.2502293667818234
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,18.0,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.6111111111111112,2,High,0.5111111111111111,Medium Priority,4.679055961862109,0.008069551862150802
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,5.0,0.0,0.0,0.4,0.8,1,Low,0.0,Low Priority,-1.309817644545008,-0.5616895370964878
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,3.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,Medium,0.09999999999999998,Low Priority,-0.011066547064468888,-2.168435910437311
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,5.0,0.8,0.8,0.4,0.6,0,High,0.54,Medium Priority,-0.0711827174935981,1.5524300432010258
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.6898814062542926,-1.6095402425797098
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,7.0,0.7142857142857143,0.42857142857142855,0.42857142857142855,1.0,0,High,0.4285714285714286,Medium Priority,0.39102312501190567,1.6286897064103656
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-0.2946600838426893,-0.21133372825224384
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,13.0,0.0,0.6153846153846154,0.46153846153846156,0.6153846153846154,3,Medium,0.15384615384615385,Low Priority,1.5305492309498954,-0.8700699667538176
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,7.0,1.0,0.8571428571428571,0.2857142857142857,1.0,0,High,0.7,High Priority,2.681498010855698,0.7997551380155945
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,4.0,0.25,0.75,0.5,0.75,1,High,0.29999999999999993,Low Priority,-0.886850624406098,1.260973591144512
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-1.283650481539072,1.1164510639924505
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,8.0,0.0,0.875,0.25,0.0,1,High,0.21250000000000002,Low Priority,-0.24497165570298718,-1.077555955746475
